sub_start,sub_end,bestObjV,t_c,omega,phi,alpha
1.0,3427.0,815388.6167252958,3604.2867064586835,0.19203279292235198,1.1454876817140969,0.7556710964309994
123.35714285714286,3427.0,794616.2006396261,3446.109945322405,0.5489135220179575,1.7276513685766002,0.8921732388158355
245.71428571428572,3427.0,760848.0099781133,3445.8464674813436,0.35433438419854024,1.7537790840737373,0.6724414823157733
368.07142857142856,3427.0,817398.0431889535,4176.170907070697,0.9419469829203697,2.5814023736372587,0.2973538793202648
490.42857142857144,3427.0,736203.9328480844,3691.1903430004636,0.27691013511273344,3.009442422516108,0.826105939126119
612.7857142857143,3427.0,703120.9638512286,3713.163463589454,0.018854682623321573,3.497654066876129,0.44335966664845594
735.1428571428571,3427.0,735817.7069385259,4686.317372758006,0.011465167679745036,6.064173268912054,0.49873899191872395
857.5,3427.0,682047.1747230253,3879.879743747711,0.03031913018569199,4.282429649725946,0.653497160200024
979.8571428571429,3427.0,604765.8931751369,3893.2219810452816,0.0005696871451554841,4.7486805524044415,0.5471490732861533
1102.2142857142858,3427.0,515384.74353239004,3947.0249783903864,1.4393357020453745,4.791394360451553,0.39699088683029293
1224.5714285714287,3427.0,411698.5206634869,6061.4509603581455,7.716917462943238,1.420518397471628,0.5744997314945092
1346.9285714285716,3427.0,295360.97401529236,4043.41377960078,0.9982623354398923,4.702265802732358,0.4505778099322669
1469.2857142857142,3427.0,188862.95253480383,3902.343601048963,0.21895863153593265,2.4596970570283276,0.6518300205825274
1591.642857142857,3427.0,145176.70709002935,3980.148719775494,0.07682828733456937,5.171831175563896,0.26685361631936183
1714.0,3427.0,142605.2646007315,3914.614816334514,0.14411762697247532,4.801107035845898,0.17497041172411365
1836.357142857143,3427.0,123254.8916636841,3693.573266375821,0.3612323437476661,4.954592095439961,0.4546415380317851
1958.7142857142858,3427.0,93706.21184662991,3718.574451953666,0.314510090634057,5.850156794612663,0.6675242542786031
2081.0714285714284,3427.0,87361.21664888485,3657.8649808773575,1.1973793926950327,5.502173672327467,0.5783646202449306
2203.4285714285716,3427.0,62735.324211239335,3531.4904274980963,2.2912207277206953,5.26453489618896,0.24427376041489826
2325.785714285714,3427.0,57305.97808841922,3608.1128456791507,2.1089811883469256,6.075095939154825,0.4261049163648446
2448.1428571428573,3427.0,50249.05676632562,3543.993540857769,4.0238833828481235,5.736071469452073,0.6925838774861954
1.0,3420.0,799374.9008347024,3542.030514579151,0.1869526003649824,1.6578105847566287,0.7039169496774941
123.35714285714286,3420.0,814413.7244030696,3649.9202359740834,0.33007806604079537,2.0690159045349255,0.8995015562554806
245.71428571428572,3420.0,756659.2315847478,3425.604324058088,0.2260993015484214,1.799462696379549,0.39608830759782476
368.07142857142856,3420.0,747405.3270243444,3425.123032556017,0.5881063134603215,1.7809197228005988,0.8554045316088054
490.42857142857144,3420.0,768193.1986915891,4200.1433339438045,0.081252300641661,4.098245487147832,0.8672059558939167
612.7857142857143,3420.0,727239.1819706482,4017.6869381894576,0.005153142193750071,4.172470181875784,0.8573438400041408
735.1428571428571,3420.0,676114.0951593665,3532.0971967319115,0.09573618028722475,3.1463948244358115,0.5454451072431423
857.5,3420.0,708164.2433180218,3756.987625183199,0.6568539988336308,3.495357909225939,0.7346644866950768
979.8571428571429,3420.0,597797.0498268697,3520.351539654765,0.2015258469097736,3.195717962786842,0.4721529285594147
1102.2142857142858,3420.0,508164.5041788649,3645.9485292721865,0.7830700860519002,4.001863406364046,0.7894406470380488
1224.5714285714287,3420.0,413298.70386692893,6048.81596372378,6.7206814354314615,5.49619808207003,0.7895425467177053
1346.9285714285716,3420.0,289889.5323779116,4337.421596002842,0.058930659223612736,6.1821972849297255,0.7692804274925223
1469.2857142857142,3420.0,165384.03006755724,3449.7433605669876,0.8885633580959063,2.28253666512025,0.6498907421814406
1591.642857142857,3420.0,133259.07572712598,3530.128416846025,0.23680783952154894,3.1266053796257003,0.8103729931487466
1714.0,3420.0,132830.7109408531,3749.695542788443,0.00481418487696228,4.441382094162242,0.26690066307258126
1836.357142857143,3420.0,119646.86071044998,3621.10542148565,0.09511082388939496,4.521678253554091,0.6214325479698416
1958.7142857142858,3420.0,97337.46482974655,3648.478487971292,0.6724474482136555,5.499970755004239,0.39053752471595715
2081.0714285714284,3420.0,89168.99394934188,3585.076836859445,1.411293408058798,5.115945018397841,0.5421386101005659
2203.4285714285716,3420.0,62393.11884232389,3678.7404263284698,2.644625251018402,5.953510629377615,0.8985059010657734
2325.785714285714,3420.0,60039.38894979752,3749.98759172673,4.878462179340337,5.604400710190897,0.26507142807119277
2448.1428571428573,3420.0,52845.84158525658,3963.2826863858318,1.5155563406223393,6.110515763498442,0.5353724954186665
1.0,3413.0,795821.3274575572,3561.274519022734,0.04004401333829399,1.662266393287579,0.48742338441415056
123.35714285714286,3413.0,781462.4132934185,3537.975317449551,0.00019055725140049162,1.6143425370123705,0.8983630411211981
245.71428571428572,3413.0,782488.1940640975,3578.4834507080936,0.10500408526206151,1.6006341755068192,0.8721471093500469
368.07142857142856,3413.0,731361.0600205204,3523.063518813446,0.0008319516429411422,2.1266238469707575,0.877380598391305
490.42857142857144,3413.0,740664.792135872,3822.403300355615,0.055779588300408633,3.4398848269173845,0.47006627646169263
612.7857142857143,3413.0,716646.3373446347,3747.7063872757226,0.2133526301836941,3.4985508295953034,0.29259676514499233
735.1428571428571,3413.0,669397.9180994966,3460.2584900541683,0.025129521399844812,2.7811996071885745,0.17786253392956333
857.5,3413.0,687183.2703563992,3689.578758109594,0.3698934919412089,3.498935744684858,0.6487056363691552
979.8571428571429,3413.0,597839.5191920951,3604.5410150610837,0.07109554617018787,3.642730647308125,0.14886571957963035
1102.2142857142858,3413.0,507898.9649571475,3633.4002832638816,0.6260730489957345,4.040541576715492,0.5851970714637827
1224.5714285714287,3413.0,410279.55127759697,5024.169963267857,5.62236939414968,3.4116527230391744,0.3872753930391942
1346.9285714285716,3413.0,288354.6509056812,4247.893155347444,0.06587835002407338,5.435073271364697,0.31326402419641286
1469.2857142857142,3413.0,163284.9586268412,3594.1458296960304,0.30068139481771894,2.6439067341817473,0.4331479743883858
1591.642857142857,3413.0,132924.07349834754,3489.6938904533317,0.27252223832601175,2.780199655763622,0.1339492161526737
1714.0,3413.0,128432.89194795684,3510.201657020521,0.28657838033453675,3.239567124455964,0.22281062262936963
1836.357142857143,3413.0,124810.45674426714,3857.7181893423112,0.1843411309590648,5.752840620822606,0.22111939410913922
1958.7142857142858,3413.0,97696.57520005207,3782.9355845779014,0.4084558793055315,5.857141920143566,0.1829854205971353
2081.0714285714284,3413.0,85083.06767998516,3749.3042287923968,0.8022299584850545,5.919164296091167,0.10693096279939543
2203.4285714285716,3413.0,83057.36331421872,4119.409201020572,6.072624589239801,6.1691553095878024,0.7292130830417174
2325.785714285714,3413.0,61918.476256152,3428.772106394718,3.7475371375068223,2.5937334836664196,0.6234572407745406
2448.1428571428573,3413.0,52298.90339418294,3660.4075281436735,3.1790274957292963,6.01987471877846,0.7114846941594183
1.0,3406.0,805324.3848763914,3410.444291913785,0.7597707933369202,1.357749191970724,0.611681786581085
123.35714285714286,3406.0,786369.015561483,3421.20800874306,0.49746698918087695,1.3499470934142066,0.3070919435933548
245.71428571428572,3406.0,763855.4205124073,3522.3231224130814,0.11630570504597593,2.1825378826033113,0.5220089761963218
368.07142857142856,3406.0,731347.8374001639,3406.7883743667367,0.3953339514742993,1.8805245295313653,0.100714425316374
490.42857142857144,3406.0,741737.5291073464,3870.6718512655752,0.014541831237537828,3.3579717787920647,0.8220519290644424
612.7857142857143,3406.0,684716.5849809095,3530.036195279292,0.008254956910520583,2.701763047675786,0.35413891972926037
735.1428571428571,3406.0,726954.8308881656,4168.890254417642,0.11672819751615826,4.177309265841202,0.5605436350533876
857.5,3406.0,669815.598619515,3659.037648919116,0.1135602226181609,3.5958296747552927,0.11873533528699065
979.8571428571429,3406.0,623880.7158501918,4286.38150799946,0.04114600503954069,5.853923631243026,0.40776189753485004
1102.2142857142858,3406.0,513642.0063162268,3863.1962881815853,1.3663792280302367,4.350011973786983,0.8117153800549824
1224.5714285714287,3406.0,411914.348404858,5758.41261052025,7.646704527812624,2.9157825627819456,0.7440560150103596
1346.9285714285716,3406.0,283157.1222993343,3437.721549501893,1.3695618347938865,2.401587633681286,0.4215784792144308
1469.2857142857142,3406.0,176467.1651583964,3721.9211735009576,0.7148871561521419,3.0310230398811973,0.6579464324892018
1591.642857142857,3406.0,140418.5080187413,3830.636262417655,0.037128282937413104,4.2954378573462115,0.7846127842700281
1714.0,3406.0,136527.2927699489,3812.0185923156955,0.24893275693775418,4.880652245816491,0.13986241868211807
1836.357142857143,3406.0,119863.17216817148,3653.493419685831,0.06746732408229317,4.931870961174553,0.7969907874889267
1958.7142857142858,3406.0,95169.63777455027,3817.589503911393,0.37290145277296904,6.192855103127061,0.790123255479484
2081.0714285714284,3406.0,80589.18443295374,3754.258878418871,0.0998145681539242,6.270715876783267,0.6505938506670746
2203.4285714285716,3406.0,60879.516685885115,3684.841745140802,2.701906191093526,6.066998730913374,0.10041354805992633
2325.785714285714,3406.0,54592.10202279274,3492.524443166347,2.43336435150022,5.222490386893831,0.8772481144279779
2448.1428571428573,3406.0,49931.09652937329,3476.413507496837,3.2042855343066634,5.771099619473853,0.8324050902007575
1.0,3399.0,788681.4517118488,3399.341285548175,0.4666978073318129,1.324866285524099,0.5703593984169818
123.35714285714286,3399.0,788626.0608850449,3438.36464787069,0.4816708770501599,1.732996700859399,0.8841594948990018
245.71428571428572,3399.0,760287.1745131884,3545.876611176996,0.008593253009379076,2.1334265690353265,0.7015050085946644
368.07142857142856,3399.0,735178.5537249033,3409.964295592023,0.5028057460165769,1.8727531070154517,0.22838108224006692
490.42857142857144,3399.0,783595.4054100423,4759.002983842967,0.04861329626422162,4.0161415876386535,0.6147967179005194
612.7857142857143,3399.0,682262.4712097362,3415.1324671902125,0.18763806417067208,2.295246184970722,0.4352688370846608
735.1428571428571,3399.0,710175.7926190633,4132.409952895198,0.021977819130025722,4.647920097753923,0.21573014303252347
857.5,3399.0,676070.0736059708,3427.3079032653454,0.4119273268587831,2.2751800048277797,0.8615310465196396
979.8571428571429,3399.0,601363.8658800469,3780.283864033643,0.06465248144508884,4.434735260137651,0.1166987805217472
1102.2142857142858,3399.0,512086.8983040511,4150.035474717379,0.8586395434502503,5.914978724467132,0.666515486017808
1224.5714285714287,3399.0,403692.063457353,6348.754577497618,7.973562186932317,2.1388290663394787,0.6617158485481094
1346.9285714285716,3399.0,300275.58245164284,3947.6439443406753,1.9342318767959998,3.9052313253758086,0.7395747076999739
1469.2857142857142,3399.0,184947.5136709239,4296.116637503864,0.21022598979696827,4.5762929635684895,0.11931378827070223
1591.642857142857,3399.0,135186.88285635944,3613.9920991568215,0.16459410666436636,3.5792415389142334,0.49255188808178785
1714.0,3399.0,140108.30270413402,3892.4272116099964,0.3526543713750119,5.226150389154353,0.48538731079371045
1836.357142857143,3399.0,120947.1246118503,3761.7426069220182,0.016079658922230067,5.318265301798133,0.6092041738817813
1958.7142857142858,3399.0,117297.49804894533,3486.764549620563,2.40424592992746,2.9052183525594883,0.8261112992299597
2081.0714285714284,3399.0,80613.68302850066,3701.8850778612964,0.15040725329992455,5.915600382237819,0.3068318008701969
2203.4285714285716,3399.0,59790.36419054887,3666.217994050419,2.5159666854123497,6.008542139185247,0.5807953239523765
2325.785714285714,3399.0,55781.50327876292,3420.8034567544555,2.3120750997843853,3.9746209413832596,0.21878292997118187
2448.1428571428573,3399.0,48988.57602344325,3535.6373008349474,3.3505530124056504,5.721972765061927,0.7111922180086848
1.0,3392.0,788088.0640261899,3412.708425019368,0.41507728922700604,1.3633687718118501,0.13680069912805673
123.35714285714286,3392.0,814615.9839847097,3460.4494072253,0.7846148944466469,1.8400719510988195,0.3299494884514229
245.71428571428572,3392.0,812798.6935113422,4114.637705189756,0.49646030110204187,2.062979122504331,0.8479022260162705
368.07142857142856,3392.0,779081.8990223112,3950.004792012237,0.09364788416192038,3.3713990511175775,0.4121933673682847
490.42857142857144,3392.0,736696.177777343,3816.358467068413,0.03701175823832337,3.4767604299286807,0.15692587369190295
612.7857142857143,3392.0,684139.523330458,3535.4819772533074,0.025043675065794524,2.7303983794057904,0.10952117848574297
735.1428571428571,3392.0,670586.0358561985,3408.5371213479534,0.4166922157339892,2.3174291107284484,0.5128806985498991
857.5,3392.0,692113.243336889,3915.0317860264504,0.21975128726250404,4.268373308846129,0.6940555745429317
979.8571428571429,3392.0,606400.6987305,3821.171090699294,0.050917526904306065,4.337361615084166,0.6462090668370035
1102.2142857142858,3392.0,522762.45913578814,4245.0655380669195,1.8558519783112315,5.138622073933833,0.14957909123340274
1224.5714285714287,3392.0,402846.45352795115,6894.822944806609,8.976443462899514,3.2448809750637975,0.3461245829966886
1346.9285714285716,3392.0,282762.47792106756,4007.076270660685,0.09725620472259777,4.723212814136271,0.17114936618301418
1469.2857142857142,3392.0,184037.13507818943,4415.231058200546,0.05961492389085166,5.33960833757618,0.353603159050769
1591.642857142857,3392.0,155531.76606138097,3775.796428550288,0.614118675580615,3.5169806829450345,0.23306090915708477
1714.0,3392.0,135781.50753711196,3656.9946827508365,0.2696928994883274,4.528949915032308,0.29090228360132997
1836.357142857143,3392.0,125584.29483939403,3879.9730185457147,0.14316363547147937,5.6545242133220155,0.7484147605097119
1958.7142857142858,3392.0,91757.2871623314,3708.06308820488,0.7622394702142055,5.876007080981516,0.644520972834126
2081.0714285714284,3392.0,81258.75229141283,3657.0516347331513,0.6044792227945051,5.9588844493969635,0.45733451994046537
2203.4285714285716,3392.0,77387.56531104087,3981.5227083284944,5.212044382938266,5.835084177315991,0.5108822729335915
2325.785714285714,3392.0,55804.15527103098,3755.450945639377,0.7385242311079665,5.865287187740565,0.3603810794196832
2448.1428571428573,3392.0,50654.723780738685,3734.167283176283,5.743226265301606,6.077517381171852,0.4599207693810369
